,First Name,Last Name,SID,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time
110,Paige,King,pmk49230,61.0,80,2019-08-29 08:56:02,61,80,2019-09-05 08:56:02,61,80,2019-09-12 08:56:02,75,100,2019-09-19 08:56:02,63,70,2019-09-26 08:56:02,86,90,2019-10-03 08:56:02,43,50,2019-10-10 08:56:02,64,70,2019-10-17 08:56:02,50,60,2019-10-24 08:56:02,46,60,2019-10-31 08:56:02,97,100,2019-10-08 12:30:07,99,100,2019-11-08 12:30:07,63,100,2019-12-08 12:30:07
111,Patricia,Evans,pxe53402,57.0,80,2019-08-29 08:56:02,74,80,2019-09-05 08:56:02,69,80,2019-09-12 08:56:02,64,100,2019-09-19 08:56:02,57,70,2019-09-26 08:56:02,66,90,2019-10-03 08:56:02,40,50,2019-10-10 08:56:02,69,70,2019-10-17 08:56:02,44,60,2019-10-24 08:56:02,48,60,2019-10-31 08:56:02,72,100,2019-10-08 12:30:07,91,100,2019-11-08 12:30:07,68,100,2019-12-08 12:30:07
112,Russell,Flores,rcf61653,48.0,80,2019-08-29 08:56:02,68,80,2019-09-05 08:56:02,71,80,2019-09-12 08:56:02,77,100,2019-09-19 08:56:02,68,70,2019-09-26 08:56:02,90,90,2019-10-03 08:56:02,30,50,2019-10-10 08:56:02,64,70,2019-10-17 08:56:02,47,60,2019-10-24 08:56:02,56,60,2019-10-31 08:56:02,64,100,2019-10-08 12:30:07,78,100,2019-11-08 12:30:07,98,100,2019-12-08 12:30:07
113,Richard,Elliott,rge65208,49.0,80,2019-08-29 08:56:02,64,80,2019-09-05 08:56:02,76,80,2019-09-12 08:56:02,80,100,2019-09-19 08:56:02,49,70,2019-09-26 08:56:02,65,90,2019-10-03 08:56:02,41,50,2019-10-10 08:56:02,55,70,2019-10-17 08:56:02,37,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,66,100,2019-10-08 12:30:07,64,100,2019-11-08 12:30:07,74,100,2019-12-08 12:30:07
114,Richard,Bennett,rjb91830,76.0,80,2019-08-29 08:56:02,75,80,2019-09-05 08:56:02,77,80,2019-09-12 08:56:02,68,100,2019-09-19 08:56:02,49,70,2019-09-26 08:56:02,80,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,45,70,2019-10-17 08:56:02,57,60,2019-10-24 08:56:02,53,60,2019-10-31 08:56:02,66,100,2019-10-08 12:30:07,97,100,2019-11-08 12:30:07,88,100,2019-12-08 12:30:07
115,Rhonda,Rice,rkr43763,77.0,80,2019-08-29 08:56:02,48,80,2019-09-05 08:56:02,53,80,2019-09-12 08:56:02,68,100,2019-09-19 08:56:02,67,70,2019-09-26 08:56:02,67,90,2019-10-03 08:56:02,50,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,43,60,2019-10-24 08:56:02,52,60,2019-10-31 08:56:02,61,100,2019-10-08 12:30:07,98,100,2019-11-08 12:30:07,96,100,2019-12-08 12:30:07
116,Robert,Johnston,rsj94156,74.0,80,2019-08-29 08:56:02,64,80,2019-09-05 08:56:02,64,80,2019-09-12 08:56:02,76,100,2019-09-19 08:56:02,64,70,2019-09-26 08:56:02,56,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,46,70,2019-10-17 08:56:02,43,60,2019-10-24 08:56:02,43,60,2019-10-31 08:56:02,98,100,2019-10-08 12:30:07,61,100,2019-11-08 12:30:07,74,100,2019-12-08 12:30:07
117,Robert,Douglas,rxd29805,57.0,80,2019-08-29 08:56:02,53,80,2019-09-05 08:56:02,73,80,2019-09-12 08:56:02,78,100,2019-09-19 08:56:02,42,70,2019-09-26 08:56:02,83,90,2019-10-03 08:56:02,41,50,2019-10-10 08:56:02,69,70,2019-10-17 08:56:02,44,60,2019-10-24 08:56:02,39,60,2019-10-31 08:56:02,86,100,2019-10-08 12:30:07,67,100,2019-11-08 12:30:07,87,100,2019-12-08 12:30:07
118,Rachel,Dennis,rxd55884,73.0,80,2019-08-29 08:56:02,67,80,2019-09-05 08:56:02,75,80,2019-09-12 08:56:02,65,100,2019-09-19 08:56:02,43,70,2019-09-26 08:56:02,69,90,2019-10-03 08:56:02,44,50,2019-10-10 08:56:02,52,70,2019-10-17 08:56:02,51,60,2019-10-24 08:56:02,41,60,2019-10-31 08:56:02,72,100,2019-10-08 12:30:07,98,100,2019-11-08 12:30:07,86,100,2019-12-08 12:30:07
119,Ricardo,Price,rxp56459,77.0,80,2019-08-29 08:56:02,74,80,2019-09-05 08:56:02,67,80,2019-09-12 08:56:02,67,100,2019-09-19 08:56:02,67,70,2019-09-26 08:56:02,58,90,2019-10-03 08:56:02,41,50,2019-10-10 08:56:02,60,70,2019-10-17 08:56:02,38,60,2019-10-24 08:56:02,55,60,2019-10-31 08:56:02,68,100,2019-10-08 12:30:07,92,100,2019-11-08 12:30:07,75,100,2019-12-08 12:30:07
120,Richard,Saunders,rxs30280,53.0,80,2019-08-29 08:56:02,56,80,2019-09-05 08:56:02,48,80,2019-09-12 08:56:02,87,100,2019-09-19 08:56:02,46,70,2019-09-26 08:56:02,55,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,57,70,2019-10-17 08:56:02,56,60,2019-10-24 08:56:02,36,60,2019-10-31 08:56:02,65,100,2019-10-08 12:30:07,93,100,2019-11-08 12:30:07,64,100,2019-12-08 12:30:07
121,Sherry,Rogers,sbr74322,58.0,80,2019-08-29 08:56:02,60,80,2019-09-05 08:56:02,49,80,2019-09-12 08:56:02,68,100,2019-09-19 08:56:02,50,70,2019-09-26 08:56:02,75,90,2019-10-03 08:56:02,33,50,2019-10-10 08:56:02,44,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,56,60,2019-10-31 08:56:02,63,100,2019-10-08 12:30:07,92,100,2019-11-08 12:30:07,80,100,2019-12-08 12:30:07
122,Stephen,Miller,sem28474,50.0,80,2019-08-29 08:56:02,48,80,2019-09-05 08:56:02,63,80,2019-09-12 08:56:02,77,100,2019-09-19 08:56:02,57,70,2019-09-26 08:56:02,81,90,2019-10-03 08:56:02,49,50,2019-10-10 08:56:02,69,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,41,60,2019-10-31 08:56:02,72,100,2019-10-08 12:30:07,70,100,2019-11-08 12:30:07,97,100,2019-12-08 12:30:07
123,Shawn,Marshall,sgm04582,70.0,80,2019-08-29 08:56:02,73,80,2019-09-05 08:56:02,50,80,2019-09-12 08:56:02,96,100,2019-09-19 08:56:02,49,70,2019-09-26 08:56:02,55,90,2019-10-03 08:56:02,46,50,2019-10-10 08:56:02,52,70,2019-10-17 08:56:02,38,60,2019-10-24 08:56:02,39,60,2019-10-31 08:56:02,69,100,2019-10-08 12:30:07,68,100,2019-11-08 12:30:07,62,100,2019-12-08 12:30:07
124,Steven,Roberts,skr62062,56.0,80,2019-08-29 08:56:02,75,80,2019-09-05 08:56:02,76,80,2019-09-12 08:56:02,92,100,2019-09-19 08:56:02,59,70,2019-09-26 08:56:02,74,90,2019-10-03 08:56:02,38,50,2019-10-10 08:56:02,60,70,2019-10-17 08:56:02,59,60,2019-10-24 08:56:02,49,60,2019-10-31 08:56:02,70,100,2019-10-08 12:30:07,80,100,2019-11-08 12:30:07,67,100,2019-12-08 12:30:07
125,Sherry,Good,smg03171,50.0,80,2019-08-29 08:56:02,48,80,2019-09-05 08:56:02,77,80,2019-09-12 08:56:02,94,100,2019-09-19 08:56:02,54,70,2019-09-26 08:56:02,77,90,2019-10-03 08:56:02,44,50,2019-10-10 08:56:02,62,70,2019-10-17 08:56:02,48,60,2019-10-24 08:56:02,47,60,2019-10-31 08:56:02,89,100,2019-10-08 12:30:07,88,100,2019-11-08 12:30:07,64,100,2019-12-08 12:30:07
126,Stacy,Johnson,smj00936,74.0,80,2019-08-29 08:56:02,55,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,67,100,2019-09-19 08:56:02,46,70,2019-09-26 08:56:02,85,90,2019-10-03 08:56:02,43,50,2019-10-10 08:56:02,42,70,2019-10-17 08:56:02,59,60,2019-10-24 08:56:02,48,60,2019-10-31 08:56:02,96,100,2019-10-08 12:30:07,80,100,2019-11-08 12:30:07,86,100,2019-12-08 12:30:07
127,Scott,Cervantes,sxc85021,51.0,80,2019-08-29 08:56:02,70,80,2019-09-05 08:56:02,65,80,2019-09-12 08:56:02,78,100,2019-09-19 08:56:02,65,70,2019-09-26 08:56:02,68,90,2019-10-03 08:56:02,45,50,2019-10-10 08:56:02,66,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,56,60,2019-10-31 08:56:02,60,100,2019-10-08 12:30:07,100,100,2019-11-08 12:30:07,89,100,2019-12-08 12:30:07
128,Sarah,Jones,sxj49423,62.0,80,2019-08-29 08:56:02,49,80,2019-09-05 08:56:02,55,80,2019-09-12 08:56:02,80,100,2019-09-19 08:56:02,49,70,2019-09-26 08:56:02,71,90,2019-10-03 08:56:02,37,50,2019-10-10 08:56:02,60,70,2019-10-17 08:56:02,36,60,2019-10-24 08:56:02,37,60,2019-10-31 08:56:02,89,100,2019-10-08 12:30:07,68,100,2019-11-08 12:30:07,94,100,2019-12-08 12:30:07
129,Stephanie,Sampson,sxs30610,77.0,80,2019-08-29 08:56:02,50,80,2019-09-05 08:56:02,57,80,2019-09-12 08:56:02,81,100,2019-09-19 08:56:02,69,70,2019-09-26 08:56:02,84,90,2019-10-03 08:56:02,39,50,2019-10-10 08:56:02,54,70,2019-10-17 08:56:02,46,60,2019-10-24 08:56:02,59,60,2019-10-31 08:56:02,87,100,2019-10-08 12:30:07,100,100,2019-11-08 12:30:07,75,100,2019-12-08 12:30:07
130,Samantha,Smith,sxs90647,48.0,80,2019-08-29 08:56:02,61,80,2019-09-05 08:56:02,49,80,2019-09-12 08:56:02,70,100,2019-09-19 08:56:02,61,70,2019-09-26 08:56:02,87,90,2019-10-03 08:56:02,36,50,2019-10-10 08:56:02,59,70,2019-10-17 08:56:02,53,60,2019-10-24 08:56:02,44,60,2019-10-31 08:56:02,69,100,2019-10-08 12:30:07,100,100,2019-11-08 12:30:07,74,100,2019-12-08 12:30:07
131,Sandra,Thomas,sxt33634,65.0,80,2019-08-29 08:56:02,66,80,2019-09-05 08:56:02,67,80,2019-09-12 08:56:02,68,100,2019-09-19 08:56:02,69,70,2019-09-26 08:56:02,65,90,2019-10-03 08:56:02,39,50,2019-10-10 08:56:02,64,70,2019-10-17 08:56:02,41,60,2019-10-24 08:56:02,38,60,2019-10-31 08:56:02,88,100,2019-10-08 12:30:07,62,100,2019-11-08 12:30:07,96,100,2019-12-08 12:30:07
132,Sara,Vasquez,sxv18182,63.0,80,2019-08-29 08:56:02,65,80,2019-09-05 08:56:02,67,80,2019-09-12 08:56:02,98,100,2019-09-19 08:56:02,70,70,2019-09-26 08:56:02,65,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,55,70,2019-10-17 08:56:02,40,60,2019-10-24 08:56:02,38,60,2019-10-31 08:56:02,64,100,2019-10-08 12:30:07,73,100,2019-11-08 12:30:07,75,100,2019-12-08 12:30:07
133,Samuel,Weber,sxw76890,71.0,80,2019-08-29 08:56:02,78,80,2019-09-05 08:56:02,74,80,2019-09-12 08:56:02,86,100,2019-09-19 08:56:02,69,70,2019-09-26 08:56:02,81,90,2019-10-03 08:56:02,31,50,2019-10-10 08:56:02,48,70,2019-10-17 08:56:02,55,60,2019-10-24 08:56:02,44,60,2019-10-31 08:56:02,79,100,2019-10-08 12:30:07,96,100,2019-11-08 12:30:07,86,100,2019-12-08 12:30:07
134,Troy,Raymond,tbr17292,50.0,80,2019-08-29 08:56:02,59,80,2019-09-05 08:56:02,79,80,2019-09-12 08:56:02,98,100,2019-09-19 08:56:02,65,70,2019-09-26 08:56:02,68,90,2019-10-03 08:56:02,44,50,2019-10-10 08:56:02,66,70,2019-10-17 08:56:02,45,60,2019-10-24 08:56:02,49,60,2019-10-31 08:56:02,91,100,2019-10-08 12:30:07,67,100,2019-11-08 12:30:07,100,100,2019-12-08 12:30:07
135,Timothy,Edwards,tce09928,49.0,80,2019-08-29 08:56:02,72,80,2019-09-05 08:56:02,60,80,2019-09-12 08:56:02,87,100,2019-09-19 08:56:02,49,70,2019-09-26 08:56:02,84,90,2019-10-03 08:56:02,30,50,2019-10-10 08:56:02,49,70,2019-10-17 08:56:02,39,60,2019-10-24 08:56:02,60,60,2019-10-31 08:56:02,68,100,2019-10-08 12:30:07,73,100,2019-11-08 12:30:07,71,100,2019-12-08 12:30:07
136,Tammy,Leon,tgl37922,63.0,80,2019-08-29 08:56:02,75,80,2019-09-05 08:56:02,63,80,2019-09-12 08:56:02,70,100,2019-09-19 08:56:02,64,70,2019-09-26 08:56:02,87,90,2019-10-03 08:56:02,33,50,2019-10-10 08:56:02,55,70,2019-10-17 08:56:02,47,60,2019-10-24 08:56:02,42,60,2019-10-31 08:56:02,88,100,2019-10-08 12:30:07,90,100,2019-11-08 12:30:07,87,100,2019-12-08 12:30:07
137,Taylor,Hernandez,thh29195,54.0,80,2019-08-29 08:56:02,52,80,2019-09-05 08:56:02,53,80,2019-09-12 08:56:02,67,100,2019-09-19 08:56:02,56,70,2019-09-26 08:56:02,77,90,2019-10-03 08:56:02,33,50,2019-10-10 08:56:02,57,70,2019-10-17 08:56:02,52,60,2019-10-24 08:56:02,46,60,2019-10-31 08:56:02,92,100,2019-10-08 12:30:07,83,100,2019-11-08 12:30:07,98,100,2019-12-08 12:30:07
138,Tiffany,Ortega,tmo55387,64.0,80,2019-08-29 08:56:02,56,80,2019-09-05 08:56:02,56,80,2019-09-12 08:56:02,63,100,2019-09-19 08:56:02,58,70,2019-09-26 08:56:02,79,90,2019-10-03 08:56:02,30,50,2019-10-10 08:56:02,65,70,2019-10-17 08:56:02,51,60,2019-10-24 08:56:02,51,60,2019-10-31 08:56:02,70,100,2019-10-08 12:30:07,82,100,2019-11-08 12:30:07,62,100,2019-12-08 12:30:07
139,Tamara,Warren,tsw14969,74.0,80,2019-08-29 08:56:02,53,80,2019-09-05 08:56:02,48,80,2019-09-12 08:56:02,92,100,2019-09-19 08:56:02,57,70,2019-09-26 08:56:02,58,90,2019-10-03 08:56:02,44,50,2019-10-10 08:56:02,54,70,2019-10-17 08:56:02,56,60,2019-10-24 08:56:02,52,60,2019-10-31 08:56:02,77,100,2019-10-08 12:30:07,80,100,2019-11-08 12:30:07,99,100,2019-12-08 12:30:07
140,Tommy,Foster,txf41578,49.0,80,2019-08-29 08:56:02,63,80,2019-09-05 08:56:02,51,80,2019-09-12 08:56:02,83,100,2019-09-19 08:56:02,64,70,2019-09-26 08:56:02,86,90,2019-10-03 08:56:02,32,50,2019-10-10 08:56:02,56,70,2019-10-17 08:56:02,51,60,2019-10-24 08:56:02,38,60,2019-10-31 08:56:02,78,100,2019-10-08 12:30:07,88,100,2019-11-08 12:30:07,65,100,2019-12-08 12:30:07
141,Traci,Joyce,txj12345,,80,2019-08-29 08:56:02,77,80,2019-09-05 08:56:02,58,80,2019-09-12 08:56:02,91,100,2019-09-19 08:56:02,66,70,2019-09-26 08:56:02,78,90,2019-10-03 08:56:02,30,50,2019-10-10 08:56:02,69,70,2019-10-17 08:56:02,59,60,2019-10-24 08:56:02,53,60,2019-10-31 08:56:02,100,100,2019-10-08 12:30:07,84,100,2019-11-08 12:30:07,64,100,2019-12-08 12:30:07
142,Tara,Johnson,txj17476,53.0,80,2019-08-29 08:56:02,74,80,2019-09-05 08:56:02,65,80,2019-09-12 08:56:02,82,100,2019-09-19 08:56:02,45,70,2019-09-26 08:56:02,59,90,2019-10-03 08:56:02,48,50,2019-10-10 08:56:02,56,70,2019-10-17 08:56:02,40,60,2019-10-24 08:56:02,57,60,2019-10-31 08:56:02,71,100,2019-10-08 12:30:07,91,100,2019-11-08 12:30:07,95,100,2019-12-08 12:30:07
143,Timothy,Parker,txp55047,50.0,80,2019-08-29 08:56:02,76,80,2019-09-05 08:56:02,65,80,2019-09-12 08:56:02,72,100,2019-09-19 08:56:02,68,70,2019-09-26 08:56:02,65,90,2019-10-03 08:56:02,42,50,2019-10-10 08:56:02,50,70,2019-10-17 08:56:02,43,60,2019-10-24 08:56:02,59,60,2019-10-31 08:56:02,73,100,2019-10-08 12:30:07,93,100,2019-11-08 12:30:07,66,100,2019-12-08 12:30:07
144,Timothy,Ramirez,txr84689,72.0,80,2019-08-29 08:56:02,73,80,2019-09-05 08:56:02,65,80,2019-09-12 08:56:02,73,100,2019-09-19 08:56:02,49,70,2019-09-26 08:56:02,79,90,2019-10-03 08:56:02,49,50,2019-10-10 08:56:02,57,70,2019-10-17 08:56:02,54,60,2019-10-24 08:56:02,51,60,2019-10-31 08:56:02,84,100,2019-10-08 12:30:07,69,100,2019-11-08 12:30:07,87,100,2019-12-08 12:30:07
145,Thomas,Terry,txt65366,72.0,80,2019-08-29 08:56:02,60,80,2019-09-05 08:56:02,51,80,2019-09-12 08:56:02,96,100,2019-09-19 08:56:02,51,70,2019-09-26 08:56:02,87,90,2019-10-03 08:56:02,31,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,41,60,2019-10-24 08:56:02,50,60,2019-10-31 08:56:02,83,100,2019-10-08 12:30:07,74,100,2019-11-08 12:30:07,99,100,2019-12-08 12:30:07
146,Travis,Washington,txw75701,64.0,80,2019-08-29 08:56:02,67,80,2019-09-05 08:56:02,56,80,2019-09-12 08:56:02,92,100,2019-09-19 08:56:02,50,70,2019-09-26 08:56:02,85,90,2019-10-03 08:56:02,46,50,2019-10-10 08:56:02,69,70,2019-10-17 08:56:02,40,60,2019-10-24 08:56:02,52,60,2019-10-31 08:56:02,94,100,2019-10-08 12:30:07,74,100,2019-11-08 12:30:07,68,100,2019-12-08 12:30:07
147,Victoria,Boyd,vkb66346,58.0,80,2019-08-29 08:56:02,61,80,2019-09-05 08:56:02,75,80,2019-09-12 08:56:02,99,100,2019-09-19 08:56:02,52,70,2019-09-26 08:56:02,86,90,2019-10-03 08:56:02,34,50,2019-10-10 08:56:02,51,70,2019-10-17 08:56:02,40,60,2019-10-24 08:56:02,50,60,2019-10-31 08:56:02,68,100,2019-10-08 12:30:07,93,100,2019-11-08 12:30:07,69,100,2019-12-08 12:30:07
148,William,Daniel,wad63934,48.0,80,2019-08-29 08:56:02,60,80,2019-09-05 08:56:02,72,80,2019-09-12 08:56:02,76,100,2019-09-19 08:56:02,65,70,2019-09-26 08:56:02,60,90,2019-10-03 08:56:02,38,50,2019-10-10 08:56:02,62,70,2019-10-17 08:56:02,51,60,2019-10-24 08:56:02,36,60,2019-10-31 08:56:02,84,100,2019-10-08 12:30:07,91,100,2019-11-08 12:30:07,95,100,2019-12-08 12:30:07
149,Woody,Barrera,wxb12345,55.0,80,2019-08-29 08:56:02,62,80,2019-09-05 08:56:02,73,80,2019-09-12 08:56:02,83,100,2019-09-19 08:56:02,68,70,2019-09-26 08:56:02,87,90,2019-10-03 08:56:02,36,50,2019-10-10 08:56:02,43,70,2019-10-17 08:56:02,45,60,2019-10-24 08:56:02,46,60,2019-10-31 08:56:02,86,100,2019-10-08 12:30:07,62,100,2019-11-08 12:30:07,90,100,2019-12-08 12:30:07
